"V1","V2","V3","V4","V5"
"20170520",1200,-50,17.816875,"miniDOT"
"20170521",1200,-2200,4.98567708333333,"miniDOT"
"20170521",1200,-50,17.63509375,"miniDOT"
"20170522",1200,-2200,4.990875,"miniDOT"
"20170522",1200,-50,17.0375208333333,"miniDOT"
"20170523",1200,-2200,4.991,"miniDOT"
"20170523",1200,-50,16.7468854166667,"miniDOT"
"20170524",1200,-2200,4.99748958333333,"miniDOT"
"20170524",1200,-50,16.82725,"miniDOT"
"20170525",1200,-2200,5.00213541666667,"miniDOT"
"20170525",1200,-50,16.5439270833333,"miniDOT"
"20170526",1200,-2200,5.00333333333333,"miniDOT"
"20170526",1200,-50,16.4815104166667,"miniDOT"
"20170527",1200,-2200,5.00651041666667,"miniDOT"
"20170527",1200,-50,16.83625,"miniDOT"
"20170528",1200,-2200,5.0085,"miniDOT"
"20170528",1200,-50,17.192625,"miniDOT"
"20170529",1200,-2200,5.00633333333333,"miniDOT"
"20170529",1200,-50,16.9908229166667,"miniDOT"
"20170530",1200,-2200,5.00965625,"miniDOT"
"20170530",1200,-50,16.6195833333333,"miniDOT"
"20170531",1200,-2200,5.01733333333333,"miniDOT"
"20170531",1200,-50,17.0494166666667,"miniDOT"
"20170601",1200,-2200,5.01472916666667,"miniDOT"
"20170601",1200,-50,17.74959375,"miniDOT"
"20170602",1200,-2200,5.01901041666667,"miniDOT"
"20170602",1200,-50,17.9005,"miniDOT"
"20170603",1200,-2200,5.02483333333333,"miniDOT"
"20170603",1200,-50,17.7971770833333,"miniDOT"
"20170604",1200,-2200,5.02598958333333,"miniDOT"
"20170604",1200,-50,17.6843645833333,"miniDOT"
"20170605",1200,-2200,5.03045833333333,"miniDOT"
"20170605",1200,-50,17.8378229166667,"miniDOT"
"20170606",1200,-2200,5.02973958333333,"miniDOT"
"20170606",1200,-50,17.7244479166667,"miniDOT"
"20170607",1200,-2200,5.03347916666667,"miniDOT"
"20170607",1200,-50,17.5599583333333,"miniDOT"
"20170608",1200,-2200,5.037125,"miniDOT"
"20170608",1200,-50,17.7674270833333,"miniDOT"
"20170609",1200,-2200,5.04202083333333,"miniDOT"
"20170609",1200,-50,18.23859375,"miniDOT"
"20170610",1200,-2200,5.04483333333333,"miniDOT"
"20170610",1200,-50,18.7602291666667,"miniDOT"
"20170611",1200,-2200,5.04920833333333,"miniDOT"
"20170611",1200,-50,19.86921875,"miniDOT"
"20170612",1200,-2200,5.05025,"miniDOT"
"20170612",1200,-50,21.3628645833333,"miniDOT"
"20170613",1200,-2200,5.05296875,"miniDOT"
"20170613",1200,-50,22.8007604166667,"miniDOT"
"20170614",1200,-2200,5.1,"YSI"
"20170614",1200,-2200,5.37079166666667,"miniDOT"
"20170614",1200,-2100,5.1,"YSI"
"20170614",1200,-2000,5.1,"YSI"
"20170614",1200,-1900,5.1,"YSI"
"20170614",1200,-1800,5.2,"YSI"
"20170614",1200,-1700,5.3,"YSI"
"20170614",1200,-1600,5.4,"YSI"
"20170614",1200,-1500,5.5,"YSI"
"20170614",1200,-1400,5.7,"YSI"
"20170614",1200,-1300,6,"YSI"
"20170614",1200,-1200,6.4,"YSI"
"20170614",1200,-1100,7,"YSI"
"20170614",1200,-1000,7.5,"YSI"
"20170614",1200,-900,8.8,"YSI"
"20170614",1200,-800,10.8,"YSI"
"20170614",1200,-700,13.2,"YSI"
"20170614",1200,-600,16,"YSI"
"20170614",1200,-500,18.9,"YSI"
"20170614",1200,-400,19.9,"YSI"
"20170614",1200,-300,20.9,"YSI"
"20170614",1200,-200,22.4,"YSI"
"20170614",1200,-100,23.2,"YSI"
"20170614",1200,-50,23.4531979166667,"miniDOT"
"20170614",1200,0,23.4,"YSI"
"20170615",1200,-2200,5.0615,"miniDOT"
"20170615",1200,-50,23.2130833333333,"miniDOT"
"20170616",1200,-2200,5.06660416666667,"miniDOT"
"20170616",1200,-50,21.9509895833333,"miniDOT"
"20170617",1200,-2200,5.06879166666667,"miniDOT"
"20170617",1200,-50,21.8132604166667,"miniDOT"
"20170618",1200,-2200,5.06983333333333,"miniDOT"
"20170618",1200,-50,22.4993854166667,"miniDOT"
"20170619",1200,-2200,5.07285416666667,"miniDOT"
"20170619",1200,-50,23.0881770833333,"miniDOT"
"20170620",1200,-2200,5.07847916666667,"miniDOT"
"20170620",1200,-50,22.9298854166667,"miniDOT"
"20170621",1200,-2200,5.08014583333333,"miniDOT"
"20170621",1200,-50,22.783,"miniDOT"
"20170622",1200,-2200,5.08295833333333,"miniDOT"
"20170622",1200,-50,23.1528854166667,"miniDOT"
"20170623",1200,-2200,5.08160416666667,"miniDOT"
"20170623",1200,-50,23.59859375,"miniDOT"
"20170624",1200,-2200,5.08472916666667,"miniDOT"
"20170624",1200,-50,23.8781354166667,"miniDOT"
"20170625",1200,-2200,5.09004166666667,"miniDOT"
"20170625",1200,-50,23.9435104166667,"miniDOT"
"20170626",1200,-2200,5.09545833333333,"miniDOT"
"20170626",1200,-50,23.5490833333333,"miniDOT"
"20170628",1200,-2200,5.10690625,"miniDOT"
"20170628",1200,-50,22.70565625,"miniDOT"
"20170629",1200,-2200,5.10660416666667,"miniDOT"
"20170629",1200,-50,22.7454583333333,"miniDOT"
"20170630",1200,-2200,5.10545833333333,"miniDOT"
"20170630",1200,-50,23.0524583333333,"miniDOT"
"20170701",1200,-2200,5.11004166666667,"miniDOT"
"20170701",1200,-50,23.3114895833333,"miniDOT"
"20170702",1200,-2200,5.11410416666667,"miniDOT"
"20170702",1200,-50,23.8395729166667,"miniDOT"
"20170703",1200,-2200,5.1165,"miniDOT"
"20170703",1200,-50,24.2251770833333,"miniDOT"
"20170704",1200,-2200,5.11420833333333,"miniDOT"
"20170704",1200,-50,24.5846770833333,"miniDOT"
"20170705",1200,-2200,5.11866666666667,"miniDOT"
"20170705",1200,-50,24.63565625,"miniDOT"
"20170706",1200,-2200,5.12025,"miniDOT"
"20170706",1200,-50,24.5091145833333,"miniDOT"
"20170707",1200,-2200,5.12366666666667,"miniDOT"
"20170707",1200,-50,24.5584791666667,"miniDOT"
"20170708",1200,-2200,5.13272916666667,"miniDOT"
"20170708",1200,-50,24.58853125,"miniDOT"
"20170709",1200,-2200,5.129625,"miniDOT"
"20170709",1200,-50,24.586875,"miniDOT"
"20170710",1200,-2200,5.2,"YSI"
"20170710",1200,-2200,5.13469791666667,"miniDOT"
"20170710",1200,-2100,5.2,"YSI"
"20170710",1200,-2000,5.2,"YSI"
"20170710",1200,-1900,5.2,"YSI"
"20170710",1200,-1800,5.3,"YSI"
"20170710",1200,-1700,5.4,"YSI"
"20170710",1200,-1600,5.6,"YSI"
"20170710",1200,-1500,5.8,"YSI"
"20170710",1200,-1400,6.1,"YSI"
"20170710",1200,-1300,6.4,"YSI"
"20170710",1200,-1200,7.2,"YSI"
"20170710",1200,-1100,8,"YSI"
"20170710",1200,-1000,9.1,"YSI"
"20170710",1200,-900,10.5,"YSI"
"20170710",1200,-800,12.7,"YSI"
"20170710",1200,-700,15.6,"YSI"
"20170710",1200,-600,19.4,"YSI"
"20170710",1200,-500,23.6,"YSI"
"20170710",1200,-400,24.1,"YSI"
"20170710",1200,-300,24.2,"YSI"
"20170710",1200,-200,24.3,"YSI"
"20170710",1200,-100,24.4,"YSI"
"20170710",1200,-50,24.5787604166667,"miniDOT"
"20170710",1200,0,24.3,"YSI"
"20170711",1200,-2200,5.14435416666667,"miniDOT"
"20170711",1200,-50,24.5870416666667,"miniDOT"
"20170712",1200,-2200,5.140625,"miniDOT"
"20170712",1200,-50,24.621875,"miniDOT"
"20170713",1200,-2200,5.13565625,"miniDOT"
"20170713",1200,-50,24.7913020833333,"miniDOT"
"20170714",1200,-2200,5.14336458333333,"miniDOT"
"20170714",1200,-50,24.52046875,"miniDOT"
"20170715",1200,-2200,5.14152083333333,"miniDOT"
"20170715",1200,-50,24.431,"miniDOT"
"20170716",1200,-2200,5.14261458333333,"miniDOT"
"20170716",1200,-50,24.8486354166667,"miniDOT"
"20170717",1200,-2200,5.147625,"miniDOT"
"20170717",1200,-50,25.0618229166667,"miniDOT"
"20170718",1200,-2200,5.15419791666667,"miniDOT"
"20170718",1200,-50,25.0367604166667,"miniDOT"
"20170719",1200,-2200,5.15320833333333,"miniDOT"
"20170719",1200,-50,25.423625,"miniDOT"
"20170720",1200,-2200,5.1515,"miniDOT"
"20170720",1200,-50,26.0258229166667,"miniDOT"
"20170721",1200,-2200,5.16033333333333,"miniDOT"
"20170721",1200,-50,26.3513333333333,"miniDOT"
"20170722",1200,-2200,5.16075,"miniDOT"
"20170722",1200,-50,26.5218958333333,"miniDOT"
"20170723",1200,-2200,5.16098958333333,"miniDOT"
"20170723",1200,-50,26.2401666666667,"miniDOT"
"20170724",1200,-2200,5.16565625,"miniDOT"
"20170724",1200,-50,25.5303333333333,"miniDOT"
"20170725",1200,-2200,5.16608333333333,"miniDOT"
"20170725",1200,-50,24.8199479166667,"miniDOT"
"20170726",1200,-2200,5.16641666666667,"miniDOT"
"20170726",1200,-50,24.5058958333333,"miniDOT"
"20170727",1200,-2200,5.16342708333333,"miniDOT"
"20170727",1200,-50,24.23378125,"miniDOT"
"20170728",1200,-2200,5.1699375,"miniDOT"
"20170728",1200,-50,24.4341041666667,"miniDOT"
"20170729",1200,-2200,5.16904166666667,"miniDOT"
"20170729",1200,-50,24.2773958333333,"miniDOT"
"20170730",1200,-2200,5.17772916666667,"miniDOT"
"20170730",1200,-50,24.1205729166667,"miniDOT"
"20170731",1200,-2200,5.17853125,"miniDOT"
"20170731",1200,-50,24.48975,"miniDOT"
"20170801",1200,-2200,5.18075,"miniDOT"
"20170801",1200,-50,25.02721875,"miniDOT"
"20170802",1200,-2200,5.19563541666667,"miniDOT"
"20170802",1200,-50,25.0208541666667,"miniDOT"
"20170803",1200,-2200,5.18991666666667,"miniDOT"
"20170803",1200,-50,24.94284375,"miniDOT"
"20170804",1200,-2200,5.20061458333333,"miniDOT"
"20170804",1200,-50,24.93203125,"miniDOT"
"20170805",1200,-2200,5.19229166666667,"miniDOT"
"20170805",1200,-50,24.7811458333333,"miniDOT"
"20170806",1200,-2200,5.19697916666667,"miniDOT"
"20170806",1200,-50,24.3678229166667,"miniDOT"
"20170811",1200,-2200,5.21675,"miniDOT"
"20170811",1200,-2000,5.262125,"miniDOT"
"20170811",1200,-1800,5.39490277777778,"miniDOT"
"20170811",1200,-1600,5.65789583333333,"miniDOT"
"20170811",1200,-1400,6.11852083333333,"miniDOT"
"20170811",1200,-1200,7.08373611111111,"miniDOT"
"20170811",1200,-800,12.6617986111111,"miniDOT"
"20170811",1200,-600,21.8038194444444,"miniDOT"
"20170811",1200,-400,23.5341597222222,"miniDOT"
"20170811",1200,-50,23.8251458333333,"miniDOT"
"20170812",1200,-2200,5.20622916666667,"miniDOT"
"20170812",1200,-2000,5.25670833333333,"miniDOT"
"20170812",1200,-1800,5.3958125,"miniDOT"
"20170812",1200,-1600,5.63880555555556,"miniDOT"
"20170812",1200,-1400,6.09611805555556,"miniDOT"
"20170812",1200,-1200,7.12198611111111,"miniDOT"
"20170812",1200,-800,12.7267291666667,"miniDOT"
"20170812",1200,-600,21.7748402777778,"miniDOT"
"20170812",1200,-400,23.5415069444444,"miniDOT"
"20170812",1200,-50,23.8086145833333,"miniDOT"
"20170813",1200,-2200,5.21591666666667,"miniDOT"
"20170813",1200,-2000,5.262125,"miniDOT"
"20170813",1200,-1800,5.38452083333333,"miniDOT"
"20170813",1200,-1600,5.65335416666667,"miniDOT"
"20170813",1200,-1400,6.114375,"miniDOT"
"20170813",1200,-1200,7.12109027777778,"miniDOT"
"20170813",1200,-800,12.7292222222222,"miniDOT"
"20170813",1200,-600,21.7272222222222,"miniDOT"
"20170813",1200,-400,23.6607777777778,"miniDOT"
"20170813",1200,-50,23.8727291666667,"miniDOT"
"20170814",1200,-2200,5.21446875,"miniDOT"
"20170814",1200,-2000,5.26584722222222,"miniDOT"
"20170814",1200,-1800,5.38188888888889,"miniDOT"
"20170814",1200,-1600,5.64668055555556,"miniDOT"
"20170814",1200,-1400,6.10147222222222,"miniDOT"
"20170814",1200,-1200,7.1276875,"miniDOT"
"20170814",1200,-800,12.8213263888889,"miniDOT"
"20170814",1200,-600,21.8127569444444,"miniDOT"
"20170814",1200,-400,23.6610694444444,"miniDOT"
"20170814",1200,-50,23.7786770833333,"miniDOT"
"20170815",1200,-2200,5.21560416666667,"miniDOT"
"20170815",1200,-2100,5.2,"YSI"
"20170815",1200,-2000,5.3,"YSI"
"20170815",1200,-2000,5.26460416666667,"miniDOT"
"20170815",1200,-1900,5.3,"YSI"
"20170815",1200,-1800,5.3,"YSI"
"20170815",1200,-1800,5.38217361111111,"miniDOT"
"20170815",1200,-1700,5.6,"YSI"
"20170815",1200,-1600,5.8,"YSI"
"20170815",1200,-1600,5.65608333333333,"miniDOT"
"20170815",1200,-1500,6.1,"YSI"
"20170815",1200,-1400,6.6,"YSI"
"20170815",1200,-1400,6.11954166666667,"miniDOT"
"20170815",1200,-1300,7.1,"YSI"
"20170815",1200,-1200,7.8,"YSI"
"20170815",1200,-1200,7.12565972222222,"miniDOT"
"20170815",1200,-1100,8.8,"YSI"
"20170815",1200,-1000,10.4,"YSI"
"20170815",1200,-900,12.3,"YSI"
"20170815",1200,-800,14.8,"YSI"
"20170815",1200,-800,12.8322430555556,"miniDOT"
"20170815",1200,-700,18.7,"YSI"
"20170815",1200,-600,22.9,"YSI"
"20170815",1200,-600,21.8238819444444,"miniDOT"
"20170815",1200,-500,23.4,"YSI"
"20170815",1200,-400,23.4,"YSI"
"20170815",1200,-400,23.5804375,"miniDOT"
"20170815",1200,-300,23.4,"YSI"
"20170815",1200,-200,23.4,"YSI"
"20170815",1200,-100,23.4,"YSI"
"20170815",1200,-50,23.6797291666667,"miniDOT"
"20170815",1200,0,23.4,"YSI"
"20170816",1200,-2200,5.21716666666667,"miniDOT"
"20170816",1200,-2000,5.26608333333333,"miniDOT"
"20170816",1200,-1800,5.38078472222222,"miniDOT"
"20170816",1200,-1600,5.65772222222222,"miniDOT"
"20170816",1200,-1400,6.1200625,"miniDOT"
"20170816",1200,-1200,7.14864583333333,"miniDOT"
"20170816",1200,-800,12.8806041666667,"miniDOT"
"20170816",1200,-600,21.8528333333333,"miniDOT"
"20170816",1200,-400,23.5649444444444,"miniDOT"
"20170816",1200,-50,23.7541145833333,"miniDOT"
"20170817",1200,-2200,5.22538541666667,"miniDOT"
"20170817",1200,-2000,5.27118055555556,"miniDOT"
"20170817",1200,-1800,5.40470138888889,"miniDOT"
"20170817",1200,-1600,5.67005555555556,"miniDOT"
"20170817",1200,-1400,6.11813888888889,"miniDOT"
"20170817",1200,-1200,7.1530625,"miniDOT"
"20170817",1200,-800,12.98825,"miniDOT"
"20170817",1200,-600,22.0550833333333,"miniDOT"
"20170817",1200,-400,23.6586875,"miniDOT"
"20170817",1200,-50,24.0264479166667,"miniDOT"
"20170818",1200,-2200,5.22497916666667,"miniDOT"
"20170818",1200,-2000,5.2789375,"miniDOT"
"20170818",1200,-1800,5.40284027777778,"miniDOT"
"20170818",1200,-1600,5.67488888888889,"miniDOT"
"20170818",1200,-1400,6.14529861111111,"miniDOT"
"20170818",1200,-1200,7.16516666666667,"miniDOT"
"20170818",1200,-800,12.9988333333333,"miniDOT"
"20170818",1200,-600,21.9569583333333,"miniDOT"
"20170818",1200,-400,23.7662916666667,"miniDOT"
"20170818",1200,-50,24.0925833333333,"miniDOT"
"20170819",1200,-2200,5.22789583333333,"miniDOT"
"20170819",1200,-2000,5.284125,"miniDOT"
"20170819",1200,-1800,5.40961111111111,"miniDOT"
"20170819",1200,-1600,5.66404166666667,"miniDOT"
"20170819",1200,-1400,6.12959722222222,"miniDOT"
"20170819",1200,-1200,7.19016666666667,"miniDOT"
"20170819",1200,-800,13.0423263888889,"miniDOT"
"20170819",1200,-600,21.9991527777778,"miniDOT"
"20170819",1200,-400,23.9004722222222,"miniDOT"
"20170819",1200,-50,24.2962083333333,"miniDOT"
"20170820",1200,-2200,5.22414583333333,"miniDOT"
"20170820",1200,-2000,5.28308333333333,"miniDOT"
"20170820",1200,-1800,5.40760416666667,"miniDOT"
"20170820",1200,-1600,5.67838194444444,"miniDOT"
"20170820",1200,-1400,6.14222916666667,"miniDOT"
"20170820",1200,-1200,7.20342361111111,"miniDOT"
"20170820",1200,-800,13.0712638888889,"miniDOT"
"20170820",1200,-600,21.9851458333333,"miniDOT"
"20170820",1200,-400,24.0266875,"miniDOT"
"20170820",1200,-50,24.2143854166667,"miniDOT"
"20170821",1200,-2200,5.23508333333333,"miniDOT"
"20170821",1200,-2000,5.29136111111111,"miniDOT"
"20170821",1200,-1800,5.39125,"miniDOT"
"20170821",1200,-1600,5.67977083333333,"miniDOT"
"20170821",1200,-1400,6.14822916666667,"miniDOT"
"20170821",1200,-1200,7.21322222222222,"miniDOT"
"20170821",1200,-800,13.1468611111111,"miniDOT"
"20170821",1200,-600,22.1105,"miniDOT"
"20170821",1200,-400,24.0391736111111,"miniDOT"
"20170821",1200,-50,24.37021875,"miniDOT"
"20170822",1200,-2200,5.24235416666667,"miniDOT"
"20170822",1200,-2000,5.3051875,"miniDOT"
"20170822",1200,-1800,5.41331944444444,"miniDOT"
"20170822",1200,-1600,5.70591666666667,"miniDOT"
"20170822",1200,-1400,6.16929861111111,"miniDOT"
"20170822",1200,-1200,7.21564583333333,"miniDOT"
"20170822",1200,-800,13.2323819444444,"miniDOT"
"20170822",1200,-600,22.0880625,"miniDOT"
"20170822",1200,-400,24.210125,"miniDOT"
"20170822",1200,-50,24.7073854166667,"miniDOT"
"20170823",1200,-2200,5.238,"miniDOT"
"20170823",1200,-2000,5.29215277777778,"miniDOT"
"20170823",1200,-1800,5.4195625,"miniDOT"
"20170823",1200,-1600,5.67779166666667,"miniDOT"
"20170823",1200,-1400,6.16848611111111,"miniDOT"
"20170823",1200,-1200,7.23759027777778,"miniDOT"
"20170823",1200,-800,13.2913958333333,"miniDOT"
"20170823",1200,-600,22.1717777777778,"miniDOT"
"20170823",1200,-400,24.6410625,"miniDOT"
"20170823",1200,-50,24.7741875,"miniDOT"
"20170824",1200,-2200,5.23870833333333,"miniDOT"
"20170824",1200,-2000,5.28426388888889,"miniDOT"
"20170824",1200,-1800,5.42479166666667,"miniDOT"
"20170824",1200,-1600,5.68284722222222,"miniDOT"
"20170824",1200,-1400,6.17998611111111,"miniDOT"
"20170824",1200,-1200,7.25231944444444,"miniDOT"
"20170824",1200,-800,13.3821666666667,"miniDOT"
"20170824",1200,-600,22.2726458333333,"miniDOT"
"20170824",1200,-400,24.3678958333333,"miniDOT"
"20170824",1200,-50,24.4326979166667,"miniDOT"
"20170825",1200,-2200,5.248,"miniDOT"
"20170825",1200,-2000,5.29661805555556,"miniDOT"
"20170825",1200,-1800,5.42030555555556,"miniDOT"
"20170825",1200,-1600,5.69764583333333,"miniDOT"
"20170825",1200,-1400,6.17653472222222,"miniDOT"
"20170825",1200,-1200,7.26076388888889,"miniDOT"
"20170825",1200,-800,13.4539583333333,"miniDOT"
"20170825",1200,-600,22.654875,"miniDOT"
"20170825",1200,-400,24.0332291666667,"miniDOT"
"20170825",1200,-50,24.0549479166667,"miniDOT"
"20170826",1200,-2200,5.25016666666667,"miniDOT"
"20170826",1200,-2000,5.29811111111111,"miniDOT"
"20170826",1200,-1800,5.43313194444444,"miniDOT"
"20170826",1200,-1600,5.70456944444444,"miniDOT"
"20170826",1200,-1400,6.18071527777778,"miniDOT"
"20170826",1200,-1200,7.28008333333333,"miniDOT"
"20170826",1200,-800,13.5296805555556,"miniDOT"
"20170826",1200,-600,23.0815277777778,"miniDOT"
"20170826",1200,-400,23.6369097222222,"miniDOT"
"20170826",1200,-50,23.7544895833333,"miniDOT"
"20170827",1200,-2200,5.24727083333333,"miniDOT"
"20170827",1200,-2000,5.30578472222222,"miniDOT"
"20170827",1200,-1800,5.42657638888889,"miniDOT"
"20170827",1200,-1600,5.71084722222222,"miniDOT"
"20170827",1200,-1400,6.20204166666667,"miniDOT"
"20170827",1200,-1200,7.29421527777778,"miniDOT"
"20170827",1200,-800,13.6144305555556,"miniDOT"
"20170827",1200,-600,22.8734930555556,"miniDOT"
"20170827",1200,-400,23.401625,"miniDOT"
"20170827",1200,-50,23.53565625,"miniDOT"
"20170828",1200,-2200,5.2455,"miniDOT"
"20170828",1200,-2000,5.30247222222222,"miniDOT"
"20170828",1200,-1800,5.43027083333333,"miniDOT"
"20170828",1200,-1600,5.70675694444444,"miniDOT"
"20170828",1200,-1400,6.19880555555556,"miniDOT"
"20170828",1200,-1200,7.31554861111111,"miniDOT"
"20170828",1200,-800,13.6375138888889,"miniDOT"
"20170828",1200,-600,22.7488125,"miniDOT"
"20170828",1200,-400,23.1717222222222,"miniDOT"
"20170828",1200,-50,23.2092916666667,"miniDOT"
"20170829",1200,-2200,5.25390625,"miniDOT"
"20170829",1200,-2000,5.306875,"miniDOT"
"20170829",1200,-1800,5.42686805555556,"miniDOT"
"20170829",1200,-1600,5.70204861111111,"miniDOT"
"20170829",1200,-1400,6.20286111111111,"miniDOT"
"20170829",1200,-1200,7.33248611111111,"miniDOT"
"20170829",1200,-800,13.6747291666667,"miniDOT"
"20170829",1200,-600,22.5987708333333,"miniDOT"
"20170829",1200,-400,22.6369027777778,"miniDOT"
"20170829",1200,-50,22.6320208333333,"miniDOT"
"20170830",1200,-2200,5.26002083333333,"miniDOT"
"20170830",1200,-2000,5.31006944444444,"miniDOT"
"20170830",1200,-1800,5.42061111111111,"miniDOT"
"20170830",1200,-1600,5.70242361111111,"miniDOT"
"20170830",1200,-1400,6.20065972222222,"miniDOT"
"20170830",1200,-1200,7.34035416666667,"miniDOT"
"20170830",1200,-800,13.753125,"miniDOT"
"20170830",1200,-600,22.0090625,"miniDOT"
"20170830",1200,-400,22.2031111111111,"miniDOT"
"20170830",1200,-50,22.2686770833333,"miniDOT"
"20170831",1200,-2200,5.25557291666667,"miniDOT"
"20170831",1200,-2000,5.30959722222222,"miniDOT"
"20170831",1200,-1800,5.43693055555556,"miniDOT"
"20170831",1200,-1600,5.71372222222222,"miniDOT"
"20170831",1200,-1400,6.20409027777778,"miniDOT"
"20170831",1200,-1200,7.33984027777778,"miniDOT"
"20170831",1200,-800,13.8341458333333,"miniDOT"
"20170831",1200,-600,21.9542638888889,"miniDOT"
"20170831",1200,-400,22.0727152777778,"miniDOT"
"20170831",1200,-50,22.07746875,"miniDOT"
"20170901",1200,-2200,5.26433333333333,"miniDOT"
"20170901",1200,-2000,5.30874305555556,"miniDOT"
"20170901",1200,-1800,5.41661111111111,"miniDOT"
"20170901",1200,-1600,5.72784722222222,"miniDOT"
"20170901",1200,-1400,6.21061111111111,"miniDOT"
"20170901",1200,-1200,7.36424305555556,"miniDOT"
"20170901",1200,-800,13.9100833333333,"miniDOT"
"20170901",1200,-600,21.3692777777778,"miniDOT"
"20170901",1200,-400,21.3969722222222,"miniDOT"
"20170901",1200,-50,21.40090625,"miniDOT"
"20170902",1200,-2200,5.26135416666667,"miniDOT"
"20170902",1200,-2000,5.31171527777778,"miniDOT"
"20170902",1200,-1800,5.43579166666667,"miniDOT"
"20170902",1200,-1600,5.72934027777778,"miniDOT"
"20170902",1200,-1400,6.22753472222222,"miniDOT"
"20170902",1200,-1200,7.34742361111111,"miniDOT"
"20170902",1200,-800,13.9029722222222,"miniDOT"
"20170902",1200,-600,20.8416041666667,"miniDOT"
"20170902",1200,-400,20.871,"miniDOT"
"20170902",1200,-50,20.87525,"miniDOT"
"20170903",1200,-2200,5.26557291666667,"miniDOT"
"20170903",1200,-2000,5.31377083333333,"miniDOT"
"20170903",1200,-1800,5.426,"miniDOT"
"20170903",1200,-1600,5.71432638888889,"miniDOT"
"20170903",1200,-1400,6.23285416666667,"miniDOT"
"20170903",1200,-1200,7.3885,"miniDOT"
"20170903",1200,-800,13.9721736111111,"miniDOT"
"20170903",1200,-600,20.3845138888889,"miniDOT"
"20170903",1200,-400,20.4114166666667,"miniDOT"
"20170903",1200,-50,20.4268229166667,"miniDOT"
"20170904",1200,-2200,5.27148958333333,"miniDOT"
"20170904",1200,-2000,5.31885416666667,"miniDOT"
"20170904",1200,-1800,5.43527083333333,"miniDOT"
"20170904",1200,-1600,5.72015972222222,"miniDOT"
"20170904",1200,-1400,6.23402777777778,"miniDOT"
"20170904",1200,-1200,7.39589583333333,"miniDOT"
"20170904",1200,-800,14.0975972222222,"miniDOT"
"20170904",1200,-600,20.1507916666667,"miniDOT"
"20170904",1200,-400,20.3175208333333,"miniDOT"
"20170904",1200,-50,20.35740625,"miniDOT"
"20170905",1200,-2200,5.26938541666667,"miniDOT"
"20170905",1200,-2000,5.31802777777778,"miniDOT"
"20170905",1200,-1800,5.44642361111111,"miniDOT"
"20170905",1200,-1600,5.74613194444444,"miniDOT"
"20170905",1200,-1400,6.25694444444444,"miniDOT"
"20170905",1200,-1200,7.40197916666667,"miniDOT"
"20170905",1200,-800,14.1795069444444,"miniDOT"
"20170905",1200,-600,20.1600694444444,"miniDOT"
"20170905",1200,-400,20.4349722222222,"miniDOT"
"20170905",1200,-50,20.5440729166667,"miniDOT"
"20170906",1200,-2200,5.26885416666667,"miniDOT"
"20170906",1200,-2000,5.31942361111111,"miniDOT"
"20170906",1200,-1800,5.42859027777778,"miniDOT"
"20170906",1200,-1600,5.72309722222222,"miniDOT"
"20170906",1200,-1400,6.25041666666667,"miniDOT"
"20170906",1200,-1200,7.44119444444444,"miniDOT"
"20170906",1200,-800,14.2401111111111,"miniDOT"
"20170906",1200,-600,20.2450069444444,"miniDOT"
"20170906",1200,-400,20.3693680555556,"miniDOT"
"20170906",1200,-50,20.4017395833333,"miniDOT"
"20170907",1200,-2200,5.27579166666667,"miniDOT"
"20170907",1200,-2000,5.334875,"miniDOT"
"20170907",1200,-1800,5.44052083333333,"miniDOT"
"20170907",1200,-1600,5.74299305555556,"miniDOT"
"20170907",1200,-1400,6.25178472222222,"miniDOT"
"20170907",1200,-1200,7.42602777777778,"miniDOT"
"20170907",1200,-800,14.3276597222222,"miniDOT"
"20170907",1200,-600,19.9769236111111,"miniDOT"
"20170907",1200,-400,20.0075277777778,"miniDOT"
"20170907",1200,-50,20.0286354166667,"miniDOT"
"20170908",1200,-2200,5.27588541666667,"miniDOT"
"20170908",1200,-2000,5.33515972222222,"miniDOT"
"20170908",1200,-1800,5.4503125,"miniDOT"
"20170908",1200,-1600,5.74522916666667,"miniDOT"
"20170908",1200,-1400,6.27111805555556,"miniDOT"
"20170908",1200,-1200,7.4400625,"miniDOT"
"20170908",1200,-800,14.4088680555556,"miniDOT"
"20170908",1200,-600,19.6931944444444,"miniDOT"
"20170908",1200,-400,19.7250902777778,"miniDOT"
"20170908",1200,-50,19.7330520833333,"miniDOT"
"20170909",1200,-2200,5.28085416666667,"miniDOT"
"20170909",1200,-2000,5.32405555555556,"miniDOT"
"20170909",1200,-1800,5.44363888888889,"miniDOT"
"20170909",1200,-1600,5.72186805555556,"miniDOT"
"20170909",1200,-1400,6.26567361111111,"miniDOT"
"20170909",1200,-1200,7.46329861111111,"miniDOT"
"20170909",1200,-800,14.5090138888889,"miniDOT"
"20170909",1200,-600,19.2809166666667,"miniDOT"
"20170909",1200,-400,19.2958263888889,"miniDOT"
"20170909",1200,-50,19.2910520833333,"miniDOT"
"20170910",1200,-2200,5.28198958333333,"miniDOT"
"20170910",1200,-2000,5.33454166666667,"miniDOT"
"20170910",1200,-1800,5.44515277777778,"miniDOT"
"20170910",1200,-1600,5.71742361111111,"miniDOT"
"20170910",1200,-1400,6.26996527777778,"miniDOT"
"20170910",1200,-1200,7.49803472222222,"miniDOT"
"20170910",1200,-800,14.7716458333333,"miniDOT"
"20170910",1200,-600,18.908,"miniDOT"
