"V1","V2","V3","V4","V5"
"19960412",1200,-600,5.9,"YSI"
"19960412",1200,-500,5.9,"YSI"
"19960412",1200,-400,6,"YSI"
"19960412",1200,-300,6.1,"YSI"
"19960412",1200,-200,6.1,"YSI"
"19960412",1200,-100,6.2,"YSI"
"19960412",1200,0,6.2,"YSI"
"19960508",1200,-2200,5.8,"YSI"
"19960508",1200,-2100,5.8,"YSI"
"19960508",1200,-2000,5.8,"YSI"
"19960508",1200,-1900,5.9,"YSI"
"19960508",1200,-1800,5.9,"YSI"
"19960508",1200,-1700,5.9,"YSI"
"19960508",1200,-1600,6,"YSI"
"19960508",1200,-1500,6,"YSI"
"19960508",1200,-1400,6.1,"YSI"
"19960508",1200,-1300,6.2,"YSI"
"19960508",1200,-1200,6.3,"YSI"
"19960508",1200,-1100,6.6,"YSI"
"19960508",1200,-1000,6.8,"YSI"
"19960508",1200,-900,7.5,"YSI"
"19960508",1200,-800,9,"YSI"
"19960508",1200,-700,10.4,"YSI"
"19960508",1200,-600,11.1,"YSI"
"19960508",1200,-500,11.3,"YSI"
"19960508",1200,-400,11.3,"YSI"
"19960508",1200,-300,11.4,"YSI"
"19960508",1200,-200,11.6,"YSI"
"19960508",1200,-100,11.9,"YSI"
"19960508",1200,0,13.1,"YSI"
"19960613",1200,-2200,6,"YSI"
"19960613",1200,-2100,6,"YSI"
"19960613",1200,-2000,6,"YSI"
"19960613",1200,-1900,6,"YSI"
"19960613",1200,-1800,6,"YSI"
"19960613",1200,-1700,6.5,"YSI"
"19960613",1200,-1600,6.5,"YSI"
"19960613",1200,-1500,7,"YSI"
"19960613",1200,-1400,7,"YSI"
"19960613",1200,-1300,7.5,"YSI"
"19960613",1200,-1200,8,"YSI"
"19960613",1200,-1100,9,"YSI"
"19960613",1200,-1000,10,"YSI"
"19960613",1200,-900,11.5,"YSI"
"19960613",1200,-800,13,"YSI"
"19960613",1200,-700,15,"YSI"
"19960613",1200,-600,17,"YSI"
"19960613",1200,-500,18,"YSI"
"19960613",1200,-400,19.5,"YSI"
"19960613",1200,-300,21,"YSI"
"19960613",1200,-200,22.5,"YSI"
"19960613",1200,-100,22.5,"YSI"
"19960613",1200,0,23,"YSI"
"19960718",1200,-2100,6.9,"YSI"
"19960718",1200,-2000,7,"YSI"
"19960718",1200,-1900,7.1,"YSI"
"19960718",1200,-1800,7.4,"YSI"
"19960718",1200,-1700,7.7,"YSI"
"19960718",1200,-1600,8,"YSI"
"19960718",1200,-1500,8.6,"YSI"
"19960718",1200,-1400,9.3,"YSI"
"19960718",1200,-1300,10.8,"YSI"
"19960718",1200,-1200,10.8,"YSI"
"19960718",1200,-1100,12.2,"YSI"
"19960718",1200,-1000,14,"YSI"
"19960718",1200,-900,16.2,"YSI"
"19960718",1200,-800,19.2,"YSI"
"19960718",1200,-700,21.6,"YSI"
"19960718",1200,-600,22.3,"YSI"
"19960718",1200,-500,22.6,"YSI"
"19960718",1200,-400,22.8,"YSI"
"19960718",1200,-300,23,"YSI"
"19960718",1200,-200,23.3,"YSI"
"19960718",1200,-100,23.8,"YSI"
"19960718",1200,0,23.8,"YSI"
"19960806",1200,-2100,7.1,"YSI"
"19960806",1200,-2000,7.2,"YSI"
"19960806",1200,-1900,7.4,"YSI"
"19960806",1200,-1800,7.7,"YSI"
"19960806",1200,-1700,8,"YSI"
"19960806",1200,-1600,8.5,"YSI"
"19960806",1200,-1500,9.1,"YSI"
"19960806",1200,-1400,10,"YSI"
"19960806",1200,-1300,10.9,"YSI"
"19960806",1200,-1200,11.9,"YSI"
"19960806",1200,-1100,13.5,"YSI"
"19960806",1200,-1000,16,"YSI"
"19960806",1200,-900,19,"YSI"
"19960806",1200,-800,21.9,"YSI"
"19960806",1200,-700,22.5,"YSI"
"19960806",1200,-600,22.6,"YSI"
"19960806",1200,-500,22.8,"YSI"
"19960806",1200,-400,23,"YSI"
"19960806",1200,-300,23,"YSI"
"19960806",1200,-200,23.2,"YSI"
"19960806",1200,-100,23.2,"YSI"
"19960806",1200,0,23.2,"YSI"
"19960911",1200,-2100,7.7,"YSI"
"19960911",1200,-2000,7.9,"YSI"
"19960911",1200,-1900,8.1,"YSI"
"19960911",1200,-1800,8.4,"YSI"
"19960911",1200,-1700,8.9,"YSI"
"19960911",1200,-1600,9.5,"YSI"
"19960911",1200,-1500,10.3,"YSI"
"19960911",1200,-1400,11.4,"YSI"
"19960911",1200,-1300,12.7,"YSI"
"19960911",1200,-1200,14.1,"YSI"
"19960911",1200,-1100,16.7,"YSI"
"19960911",1200,-1000,19.9,"YSI"
"19960911",1200,-900,23.4,"YSI"
"19960911",1200,-800,23.5,"YSI"
"19960911",1200,-700,23.6,"YSI"
"19960911",1200,-600,23.6,"YSI"
"19960911",1200,-500,23.6,"YSI"
"19960911",1200,-400,23.6,"YSI"
"19960911",1200,-300,23.6,"YSI"
"19960911",1200,-200,23.6,"YSI"
"19960911",1200,-100,23.7,"YSI"
"19960911",1200,0,23.8,"YSI"
"19961112",1200,-2100,9.3,"YSI"
"19961112",1200,-2000,9.7,"YSI"
"19961112",1200,-1900,9.8,"YSI"
"19961112",1200,-1800,9.9,"YSI"
"19961112",1200,-1700,9.9,"YSI"
"19961112",1200,-1600,9.9,"YSI"
"19961112",1200,-1500,9.9,"YSI"
"19961112",1200,-1400,9.9,"YSI"
"19961112",1200,-1300,9.9,"YSI"
"19961112",1200,-1200,9.9,"YSI"
"19961112",1200,-1100,10,"YSI"
"19961112",1200,-1000,10,"YSI"
"19961112",1200,-900,10,"YSI"
"19961112",1200,-800,10,"YSI"
"19961112",1200,-700,10,"YSI"
"19961112",1200,-600,10,"YSI"
"19961112",1200,-500,10,"YSI"
"19961112",1200,-400,10,"YSI"
"19961112",1200,-300,10,"YSI"
"19961112",1200,-200,10,"YSI"
"19961112",1200,-100,9.9,"YSI"
"19961112",1200,0,9.9,"YSI"
"19970421",1200,-2200,6.5,"YSI"
"19970421",1200,-2100,6.5,"YSI"
"19970421",1200,-2000,6.5,"YSI"
"19970421",1200,-1900,6.6,"YSI"
"19970421",1200,-1800,6.6,"YSI"
"19970421",1200,-1700,6.6,"YSI"
"19970421",1200,-1600,6.6,"YSI"
"19970421",1200,-1500,6.6,"YSI"
"19970421",1200,-1400,6.6,"YSI"
"19970421",1200,-1300,6.6,"YSI"
"19970421",1200,-1200,6.6,"YSI"
"19970421",1200,-1100,6.6,"YSI"
"19970421",1200,-1000,6.6,"YSI"
"19970421",1200,-900,6.6,"YSI"
"19970421",1200,-800,6.6,"YSI"
"19970421",1200,-700,6.6,"YSI"
"19970421",1200,-600,6.6,"YSI"
"19970421",1200,-500,6.7,"YSI"
"19970421",1200,-400,6.7,"YSI"
"19970421",1200,-300,6.7,"YSI"
"19970421",1200,-200,6.7,"YSI"
"19970421",1200,-100,6.7,"YSI"
"19970421",1200,0,6.5,"YSI"
"19970611",1200,-2000,7.8,"YSI"
"19970611",1200,-1900,7.8,"YSI"
"19970611",1200,-1800,8,"YSI"
"19970611",1200,-1700,8,"YSI"
"19970611",1200,-1600,8.2,"YSI"
"19970611",1200,-1500,8.6,"YSI"
"19970611",1200,-1400,9.2,"YSI"
"19970611",1200,-1300,10,"YSI"
"19970611",1200,-1200,11.2,"YSI"
"19970611",1200,-1100,12.8,"YSI"
"19970611",1200,-1000,13.2,"YSI"
"19970611",1200,-900,14,"YSI"
"19970611",1200,-800,15,"YSI"
"19970611",1200,-700,15.8,"YSI"
"19970611",1200,-600,16.5,"YSI"
"19970611",1200,-500,17,"YSI"
"19970611",1200,-400,17.2,"YSI"
"19970611",1200,-300,17.6,"YSI"
"19970611",1200,-200,18,"YSI"
"19970611",1200,-100,18.5,"YSI"
"19970611",1200,0,18.8,"YSI"
"19970805",1200,-2100,9,"YSI"
"19970805",1200,-2000,9,"YSI"
"19970805",1200,-1900,9,"YSI"
"19970805",1200,-1800,9.5,"YSI"
"19970805",1200,-1700,10,"YSI"
"19970805",1200,-1600,11,"YSI"
"19970805",1200,-1500,12,"YSI"
"19970805",1200,-1400,13,"YSI"
"19970805",1200,-1300,14,"YSI"
"19970805",1200,-1200,15.5,"YSI"
"19970805",1200,-1100,17.5,"YSI"
"19970805",1200,-1000,19,"YSI"
"19970805",1200,-900,22,"YSI"
"19970805",1200,-800,23,"YSI"
"19970805",1200,-700,23,"YSI"
"19970805",1200,-600,23,"YSI"
"19970805",1200,-500,23,"YSI"
"19970805",1200,-400,23,"YSI"
"19970805",1200,-300,23,"YSI"
"19970805",1200,-200,23,"YSI"
"19970805",1200,-100,23,"YSI"
"19970805",1200,0,23,"YSI"
"19970908",1200,-2100,9.1,"YSI"
"19970908",1200,-2000,9.2,"YSI"
"19970908",1200,-1900,9.6,"YSI"
"19970908",1200,-1800,10.1,"YSI"
"19970908",1200,-1700,10.9,"YSI"
"19970908",1200,-1600,11.6,"YSI"
"19970908",1200,-1500,12.3,"YSI"
"19970908",1200,-1400,14.1,"YSI"
"19970908",1200,-1300,15.7,"YSI"
"19970908",1200,-1200,18.1,"YSI"
"19970908",1200,-1100,20.6,"YSI"
"19970908",1200,-1000,20.7,"YSI"
"19970908",1200,-900,20.7,"YSI"
"19970908",1200,-800,20.8,"YSI"
"19970908",1200,-700,20.8,"YSI"
"19970908",1200,-600,20.8,"YSI"
"19970908",1200,-500,20.8,"YSI"
"19970908",1200,-400,20.8,"YSI"
"19970908",1200,-300,20.9,"YSI"
"19970908",1200,-200,20.9,"YSI"
"19970908",1200,-100,21,"YSI"
"19970908",1200,0,21.1,"YSI"
"19971112",1200,-2100,9.9,"YSI"
"19971112",1200,-2000,10,"YSI"
"19971112",1200,-1900,10,"YSI"
"19971112",1200,-1800,10,"YSI"
"19971112",1200,-1700,10,"YSI"
"19971112",1200,-1600,10,"YSI"
"19971112",1200,-1500,10,"YSI"
"19971112",1200,-1400,10,"YSI"
"19971112",1200,-1300,10,"YSI"
"19971112",1200,-1200,10,"YSI"
"19971112",1200,-1100,10,"YSI"
"19971112",1200,-1000,10.1,"YSI"
"19971112",1200,-900,10.1,"YSI"
"19971112",1200,-800,10.1,"YSI"
"19971112",1200,-700,10.1,"YSI"
"19971112",1200,-600,10.1,"YSI"
"19971112",1200,-500,10.1,"YSI"
"19971112",1200,-400,10.1,"YSI"
"19971112",1200,-300,10.1,"YSI"
"19971112",1200,-200,10.1,"YSI"
"19971112",1200,-100,10.1,"YSI"
"19971112",1200,0,10,"YSI"
"20070423",1200,-2100,4.6,"YSI"
"20070423",1200,-2000,4.7,"YSI"
"20070423",1200,-1900,4.7,"YSI"
"20070423",1200,-1800,4.7,"YSI"
"20070423",1200,-1700,4.7,"YSI"
"20070423",1200,-1600,4.8,"YSI"
"20070423",1200,-1500,4.8,"YSI"
"20070423",1200,-1400,4.9,"YSI"
"20070423",1200,-1300,4.9,"YSI"
"20070423",1200,-1200,5.1,"YSI"
"20070423",1200,-1100,5.3,"YSI"
"20070423",1200,-1000,5.4,"YSI"
"20070423",1200,-900,5.5,"YSI"
"20070423",1200,-800,6,"YSI"
"20070423",1200,-700,6.7,"YSI"
"20070423",1200,-600,7.6,"YSI"
"20070423",1200,-500,7.7,"YSI"
"20070423",1200,-400,7.8,"YSI"
"20070423",1200,-300,7.8,"YSI"
"20070423",1200,-200,7.8,"YSI"
"20070423",1200,-100,7.8,"YSI"
"20070423",1200,0,7.9,"YSI"
"20070515",1200,-2200,4.9,"YSI"
"20070515",1200,-2100,4.9,"YSI"
"20070515",1200,-2000,4.9,"YSI"
"20070515",1200,-1900,5,"YSI"
"20070515",1200,-1800,5,"YSI"
"20070515",1200,-1700,5.1,"YSI"
"20070515",1200,-1600,5.2,"YSI"
"20070515",1200,-1500,5.4,"YSI"
"20070515",1200,-1400,5.5,"YSI"
"20070515",1200,-1300,5.6,"YSI"
"20070515",1200,-1200,5.9,"YSI"
"20070515",1200,-1100,6.3,"YSI"
"20070515",1200,-1000,6.7,"YSI"
"20070515",1200,-900,7.4,"YSI"
"20070515",1200,-800,8.2,"YSI"
"20070515",1200,-700,9.5,"YSI"
"20070515",1200,-600,11,"YSI"
"20070515",1200,-500,14,"YSI"
"20070515",1200,-400,16.1,"YSI"
"20070515",1200,-300,16.2,"YSI"
"20070515",1200,-200,16.2,"YSI"
"20070515",1200,-100,16.3,"YSI"
"20070515",1200,0,16.3,"YSI"
"20070613",1200,-2200,5.2,"YSI"
"20070613",1200,-2100,5.1,"YSI"
"20070613",1200,-2000,5.2,"YSI"
"20070613",1200,-1900,5.3,"YSI"
"20070613",1200,-1800,5.4,"YSI"
"20070613",1200,-1700,5.5,"YSI"
"20070613",1200,-1600,5.9,"YSI"
"20070613",1200,-1500,6.1,"YSI"
"20070613",1200,-1400,6.4,"YSI"
"20070613",1200,-1300,6.8,"YSI"
"20070613",1200,-1200,7.3,"YSI"
"20070613",1200,-1100,7.9,"YSI"
"20070613",1200,-1000,8.7,"YSI"
"20070613",1200,-900,10.1,"YSI"
"20070613",1200,-800,11.5,"YSI"
"20070613",1200,-700,13.9,"YSI"
"20070613",1200,-600,17.1,"YSI"
"20070613",1200,-500,19.7,"YSI"
"20070613",1200,-400,21.1,"YSI"
"20070613",1200,-300,22,"YSI"
"20070613",1200,-200,22,"YSI"
"20070613",1200,-100,22.1,"YSI"
"20070613",1200,0,22.2,"YSI"
"20070727",1200,-2000,5.6,"YSI"
"20070727",1200,-1900,5.7,"YSI"
"20070727",1200,-1800,6,"YSI"
"20070727",1200,-1700,6.3,"YSI"
"20070727",1200,-1600,6.7,"YSI"
"20070727",1200,-1500,7.1,"YSI"
"20070727",1200,-1400,8,"YSI"
"20070727",1200,-1300,8.3,"YSI"
"20070727",1200,-1200,9.6,"YSI"
"20070727",1200,-1100,10.6,"YSI"
"20070727",1200,-1000,12.2,"YSI"
"20070727",1200,-900,14,"YSI"
"20070727",1200,-800,17.5,"YSI"
"20070727",1200,-700,21.9,"YSI"
"20070727",1200,-600,22.5,"YSI"
"20070727",1200,-500,22.6,"YSI"
"20070727",1200,-400,23,"YSI"
"20070727",1200,-300,23.5,"YSI"
"20070727",1200,-200,23.9,"YSI"
"20070727",1200,-100,23.9,"YSI"
"20070727",1200,0,24,"YSI"
"20070813",1200,-2000,5.8,"YSI"
"20070813",1200,-1900,5.9,"YSI"
"20070813",1200,-1800,6.2,"YSI"
"20070813",1200,-1700,6.7,"YSI"
"20070813",1200,-1600,7,"YSI"
"20070813",1200,-1500,7.4,"YSI"
"20070813",1200,-1400,8.1,"YSI"
"20070813",1200,-1300,8.9,"YSI"
"20070813",1200,-1200,9.8,"YSI"
"20070813",1200,-1100,11.1,"YSI"
"20070813",1200,-1000,13.5,"YSI"
"20070813",1200,-900,16.4,"YSI"
"20070813",1200,-800,19.4,"YSI"
"20070813",1200,-700,23.5,"YSI"
"20070813",1200,-600,24.4,"YSI"
"20070813",1200,-500,24.7,"YSI"
"20070813",1200,-400,24.8,"YSI"
"20070813",1200,-300,24.8,"YSI"
"20070813",1200,-200,24.8,"YSI"
"20070813",1200,-100,24.8,"YSI"
"20070813",1200,0,24.7,"YSI"
"20080610",1200,-1500,6.4,"YSI"
"20080610",1200,-1400,6.2,"YSI"
"20080610",1200,-1300,6.5,"YSI"
"20080610",1200,-1200,7.1,"YSI"
"20080610",1200,-1100,7.5,"YSI"
"20080610",1200,-1000,8.4,"YSI"
"20080610",1200,-900,10.1,"YSI"
"20080610",1200,-800,12.1,"YSI"
"20080610",1200,-700,14.5,"YSI"
"20080610",1200,-600,15.4,"YSI"
"20080610",1200,-500,16.8,"YSI"
"20080610",1200,-400,19.4,"YSI"
"20080610",1200,-300,20.4,"YSI"
"20080610",1200,-200,23.5,"YSI"
"20080610",1200,-100,24.9,"YSI"
"20080610",1200,0,25,"YSI"
"20080715",1200,-2100,5.6,"YSI"
"20080715",1200,-2000,5.7,"YSI"
"20080715",1200,-1900,5.8,"YSI"
"20080715",1200,-1800,5.9,"YSI"
"20080715",1200,-1700,6.1,"YSI"
"20080715",1200,-1600,6.3,"YSI"
"20080715",1200,-1500,6.5,"YSI"
"20080715",1200,-1400,6.8,"YSI"
"20080715",1200,-1300,7.3,"YSI"
"20080715",1200,-1200,7.8,"YSI"
"20080715",1200,-1100,8.5,"YSI"
"20080715",1200,-1000,10.6,"YSI"
"20080715",1200,-900,12.5,"YSI"
"20080715",1200,-800,14.8,"YSI"
"20080715",1200,-700,17.8,"YSI"
"20080715",1200,-600,20.9,"YSI"
"20080715",1200,-500,23.9,"YSI"
"20080715",1200,-400,24,"YSI"
"20080715",1200,-300,24.1,"YSI"
"20080715",1200,-200,24.1,"YSI"
"20080715",1200,-100,24.2,"YSI"
"20080715",1200,0,24.3,"YSI"
"20080813",1200,-2000,5.6,"YSI"
"20080813",1200,-1900,5.6,"YSI"
"20080813",1200,-1800,5.8,"YSI"
"20080813",1200,-1700,6.2,"YSI"
"20080813",1200,-1600,6.5,"YSI"
"20080813",1200,-1500,6.9,"YSI"
"20080813",1200,-1400,7.3,"YSI"
"20080813",1200,-1300,7.8,"YSI"
"20080813",1200,-1200,8.2,"YSI"
"20080813",1200,-1100,9.2,"YSI"
"20080813",1200,-1000,11.8,"YSI"
"20080813",1200,-900,14,"YSI"
"20080813",1200,-800,16.3,"YSI"
"20080813",1200,-700,22.1,"YSI"
"20080813",1200,-600,22.7,"YSI"
"20080813",1200,-500,22.8,"YSI"
"20080813",1200,-400,22.9,"YSI"
"20080813",1200,-300,23.1,"YSI"
"20080813",1200,-200,23.4,"YSI"
"20080813",1200,-100,23.7,"YSI"
"20080813",1200,0,23.7,"YSI"
"20090427",1200,-2200,6,"YSI"
"20090427",1200,-2100,6.1,"YSI"
"20090427",1200,-2000,6.1,"YSI"
"20090427",1200,-1900,6.1,"YSI"
"20090427",1200,-1800,6.1,"YSI"
"20090427",1200,-1700,6.2,"YSI"
"20090427",1200,-1600,6.2,"YSI"
"20090427",1200,-1500,6.2,"YSI"
"20090427",1200,-1400,6.3,"YSI"
"20090427",1200,-1300,6.4,"YSI"
"20090427",1200,-1200,6.6,"YSI"
"20090427",1200,-1100,6.8,"YSI"
"20090427",1200,-1000,6.9,"YSI"
"20090427",1200,-900,7.5,"YSI"
"20090427",1200,-800,7.9,"YSI"
"20090427",1200,-700,8.6,"YSI"
"20090427",1200,-600,9,"YSI"
"20090427",1200,-500,9.8,"YSI"
"20090427",1200,-400,10.4,"YSI"
"20090427",1200,-300,11.3,"YSI"
"20090427",1200,-200,13.7,"YSI"
"20090427",1200,-100,13.9,"YSI"
"20090427",1200,0,14,"YSI"
"20090519",1200,-2200,6.1,"YSI"
"20090519",1200,-2100,6.1,"YSI"
"20090519",1200,-2000,6.2,"YSI"
"20090519",1200,-1900,6.2,"YSI"
"20090519",1200,-1800,6.3,"YSI"
"20090519",1200,-1700,6.4,"YSI"
"20090519",1200,-1600,6.5,"YSI"
"20090519",1200,-1500,6.6,"YSI"
"20090519",1200,-1400,6.8,"YSI"
"20090519",1200,-1300,7,"YSI"
"20090519",1200,-1200,7.3,"YSI"
"20090519",1200,-1100,7.7,"YSI"
"20090519",1200,-1000,8.3,"YSI"
"20090519",1200,-900,8.8,"YSI"
"20090519",1200,-800,9.5,"YSI"
"20090519",1200,-700,10.8,"YSI"
"20090519",1200,-600,14,"YSI"
"20090519",1200,-500,14,"YSI"
"20090519",1200,-400,14.1,"YSI"
"20090519",1200,-300,14.2,"YSI"
"20090519",1200,-200,14.2,"YSI"
"20090519",1200,-100,14.4,"YSI"
"20090519",1200,0,15.2,"YSI"
"20090610",1200,-2100,6.3,"YSI"
"20090610",1200,-2000,6.4,"YSI"
"20090610",1200,-1900,6.4,"YSI"
"20090610",1200,-1800,6.5,"YSI"
"20090610",1200,-1700,6.6,"YSI"
"20090610",1200,-1600,6.7,"YSI"
"20090610",1200,-1500,6.9,"YSI"
"20090610",1200,-1400,7.3,"YSI"
"20090610",1200,-1300,7.7,"YSI"
"20090610",1200,-1200,8.1,"YSI"
"20090610",1200,-1100,8.6,"YSI"
"20090610",1200,-1000,9.1,"YSI"
"20090610",1200,-900,10.4,"YSI"
"20090610",1200,-800,11.6,"YSI"
"20090610",1200,-700,13.7,"YSI"
"20090610",1200,-600,16.1,"YSI"
"20090610",1200,-500,18.1,"YSI"
"20090610",1200,-400,18.5,"YSI"
"20090610",1200,-300,19.1,"YSI"
"20090610",1200,-200,19.9,"YSI"
"20090610",1200,-100,20.6,"YSI"
"20090610",1200,0,20.7,"YSI"
"20090710",1200,-2200,6.4,"YSI"
"20090710",1200,-2100,6.4,"YSI"
"20090710",1200,-2000,6.4,"YSI"
"20090710",1200,-1900,6.4,"YSI"
"20090710",1200,-1800,6.5,"YSI"
"20090710",1200,-1700,6.8,"YSI"
"20090710",1200,-1600,7.2,"YSI"
"20090710",1200,-1500,7.5,"YSI"
"20090710",1200,-1400,7.7,"YSI"
"20090710",1200,-1300,8.1,"YSI"
"20090710",1200,-1200,8.7,"YSI"
"20090710",1200,-1100,9.6,"YSI"
"20090710",1200,-1000,10.2,"YSI"
"20090710",1200,-900,11.5,"YSI"
"20090710",1200,-800,13.7,"YSI"
"20090710",1200,-700,16.3,"YSI"
"20090710",1200,-600,19,"YSI"
"20090710",1200,-500,21.6,"YSI"
"20090710",1200,-400,22,"YSI"
"20090710",1200,-300,22.1,"YSI"
"20090710",1200,-200,22.1,"YSI"
"20090710",1200,-100,22.3,"YSI"
"20090710",1200,0,22.5,"YSI"
"20090812",1200,-2200,6.4,"YSI"
"20090812",1200,-2100,6.5,"YSI"
"20090812",1200,-2000,6.7,"YSI"
"20090812",1200,-1900,6.8,"YSI"
"20090812",1200,-1800,7,"YSI"
"20090812",1200,-1700,7.2,"YSI"
"20090812",1200,-1600,7.5,"YSI"
"20090812",1200,-1500,7.9,"YSI"
"20090812",1200,-1400,8.5,"YSI"
"20090812",1200,-1300,9.3,"YSI"
"20090812",1200,-1200,10.4,"YSI"
"20090812",1200,-1100,11.6,"YSI"
"20090812",1200,-1000,13.3,"YSI"
"20090812",1200,-900,15.9,"YSI"
"20090812",1200,-800,19.6,"YSI"
"20090812",1200,-700,22.9,"YSI"
"20090812",1200,-600,23.6,"YSI"
"20090812",1200,-500,23.9,"YSI"
"20090812",1200,-400,24.5,"YSI"
"20090812",1200,-300,24.6,"YSI"
"20090812",1200,-200,24.7,"YSI"
"20090812",1200,-100,24.8,"YSI"
"20090812",1200,0,25.2,"YSI"
"20090914",1200,-2100,6.5,"YSI"
"20090914",1200,-2000,6.6,"YSI"
"20090914",1200,-1900,6.7,"YSI"
"20090914",1200,-1800,6.8,"YSI"
"20090914",1200,-1700,7,"YSI"
"20090914",1200,-1600,7.3,"YSI"
"20090914",1200,-1500,7.6,"YSI"
"20090914",1200,-1400,8,"YSI"
"20090914",1200,-1300,8.5,"YSI"
"20090914",1200,-1200,9.4,"YSI"
"20090914",1200,-1100,10.9,"YSI"
"20090914",1200,-1000,12.1,"YSI"
"20090914",1200,-900,13.8,"YSI"
"20090914",1200,-800,18.1,"YSI"
"20090914",1200,-700,20.5,"YSI"
"20090914",1200,-600,20.6,"YSI"
"20090914",1200,-500,20.6,"YSI"
"20090914",1200,-400,20.6,"YSI"
"20090914",1200,-300,20.7,"YSI"
"20090914",1200,-200,20.8,"YSI"
"20090914",1200,-100,20.8,"YSI"
"20090914",1200,0,20.9,"YSI"
"20091016",1200,-2200,6.4,"YSI"
"20091016",1200,-2100,6.5,"YSI"
"20091016",1200,-2000,6.5,"YSI"
"20091016",1200,-1900,6.6,"YSI"
"20091016",1200,-1800,6.8,"YSI"
"20091016",1200,-1700,7.1,"YSI"
"20091016",1200,-1600,7.3,"YSI"
"20091016",1200,-1500,7.7,"YSI"
"20091016",1200,-1400,8.2,"YSI"
"20091016",1200,-1300,8.8,"YSI"
"20091016",1200,-1200,10.3,"YSI"
"20091016",1200,-1100,12,"YSI"
"20091016",1200,-1000,12.6,"YSI"
"20091016",1200,-900,12.6,"YSI"
"20091016",1200,-800,12.6,"YSI"
"20091016",1200,-700,12.6,"YSI"
"20091016",1200,-600,12.6,"YSI"
"20091016",1200,-500,12.6,"YSI"
"20091016",1200,-400,12.6,"YSI"
"20091016",1200,-300,12.6,"YSI"
"20091016",1200,-200,12.6,"YSI"
"20091016",1200,-100,12.6,"YSI"
"20091016",1200,0,12.5,"YSI"
"20100517",1200,-2200,4.9,"YSI"
"20100517",1200,-2100,4.9,"YSI"
"20100517",1200,-2000,4.9,"YSI"
"20100517",1200,-1900,5,"YSI"
"20100517",1200,-1800,5,"YSI"
"20100517",1200,-1700,5.1,"YSI"
"20100517",1200,-1600,5.3,"YSI"
"20100517",1200,-1500,5.4,"YSI"
"20100517",1200,-1400,5.6,"YSI"
"20100517",1200,-1300,5.8,"YSI"
"20100517",1200,-1200,6,"YSI"
"20100517",1200,-1100,6.6,"YSI"
"20100517",1200,-1000,7.3,"YSI"
"20100517",1200,-900,9,"YSI"
"20100517",1200,-800,10.2,"YSI"
"20100517",1200,-700,12.4,"YSI"
"20100517",1200,-600,12.9,"YSI"
"20100517",1200,-500,13.5,"YSI"
"20100517",1200,-400,14.3,"YSI"
"20100517",1200,-300,14.7,"YSI"
"20100517",1200,-200,14.8,"YSI"
"20100517",1200,-100,14.9,"YSI"
"20100517",1200,0,15.6,"YSI"
"20100618",1200,-2100,5.1,"YSI"
"20100618",1200,-2000,5.2,"YSI"
"20100618",1200,-1900,5.2,"YSI"
"20100618",1200,-1800,5.3,"YSI"
"20100618",1200,-1700,5.4,"YSI"
"20100618",1200,-1600,5.6,"YSI"
"20100618",1200,-1500,5.9,"YSI"
"20100618",1200,-1400,6.3,"YSI"
"20100618",1200,-1300,6.8,"YSI"
"20100618",1200,-1200,7.5,"YSI"
"20100618",1200,-1100,8.3,"YSI"
"20100618",1200,-1000,9.5,"YSI"
"20100618",1200,-900,11.1,"YSI"
"20100618",1200,-800,13.5,"YSI"
"20100618",1200,-700,15.6,"YSI"
"20100618",1200,-600,17.1,"YSI"
"20100618",1200,-500,19.8,"YSI"
"20100618",1200,-400,20.2,"YSI"
"20100618",1200,-300,20.3,"YSI"
"20100618",1200,-200,20.3,"YSI"
"20100618",1200,-100,20.4,"YSI"
"20100618",1200,0,20.8,"YSI"
"20100715",1200,-2100,5.2,"YSI"
"20100715",1200,-2000,5.2,"YSI"
"20100715",1200,-1900,5.3,"YSI"
"20100715",1200,-1800,5.5,"YSI"
"20100715",1200,-1700,5.7,"YSI"
"20100715",1200,-1600,5.9,"YSI"
"20100715",1200,-1500,6.5,"YSI"
"20100715",1200,-1400,7,"YSI"
"20100715",1200,-1300,8,"YSI"
"20100715",1200,-1200,8.8,"YSI"
"20100715",1200,-1100,9.8,"YSI"
"20100715",1200,-1000,11.5,"YSI"
"20100715",1200,-900,13.8,"YSI"
"20100715",1200,-800,16.2,"YSI"
"20100715",1200,-700,19.5,"YSI"
"20100715",1200,-600,22.4,"YSI"
"20100715",1200,-500,24.9,"YSI"
"20100715",1200,-400,25.2,"YSI"
"20100715",1200,-300,25.3,"YSI"
"20100715",1200,-200,25.3,"YSI"
"20100715",1200,-100,25.4,"YSI"
"20100715",1200,0,26,"YSI"
"20100810",1200,-2100,5.3,"YSI"
"20100810",1200,-2000,5.4,"YSI"
"20100810",1200,-1900,5.5,"YSI"
"20100810",1200,-1800,5.6,"YSI"
"20100810",1200,-1700,5.9,"YSI"
"20100810",1200,-1600,6.3,"YSI"
"20100810",1200,-1500,6.6,"YSI"
"20100810",1200,-1400,7.5,"YSI"
"20100810",1200,-1300,8.1,"YSI"
"20100810",1200,-1200,9.5,"YSI"
"20100810",1200,-1100,11.1,"YSI"
"20100810",1200,-1000,13.2,"YSI"
"20100810",1200,-900,15.8,"YSI"
"20100810",1200,-800,18.5,"YSI"
